数据下载时间：2021-06-29 09:27:03 功能：看店宝【https://kandianbao.com/】 宝贝评价信息分析 相关查询网址：https://kandianbao.com/item/pingjia/635854994256/,,,,,,,
序号,评价用户,sku,评价类型,评价内容,追评,掌柜回评,评价时间
1,k**7,长度: 0.25M 颜色分类: lightning转3.5mm『听歌+看视频』,好评,实用好物】苹果6鸟枪换炮iPhone12，原来的耳机用不了，男朋友给我买了这个转接头，简直不要太好用！！！直接插上去就可以了，一点也不影响音质，用了好几天了，即插即用！！好评！！,-,-,2021-06-26
2,c**y,长度: 0.25M 颜色分类: lightning转3.5mm『听歌+看视频』,好评,发货很快，隔天就收到了，质量也挺不错的，用着可以，试了下，音质清晰，玩游戏用的多，插耳机之后隔音效果挺好的，挺方便 ，省着数据线耳机来回换了，连接也挺稳定，体积也不大，出门带着不占地方，尤其是，这个价格实惠。挺好的,-,-,2021-06-19
3,t**5,长度: 0.25M 颜色分类: lightning转3.5mm『听歌+看视频』,好评,转接头用着还是不错的，这款价格便宜，音质还很好，连接手机稳定，连接耳机听歌也清晰，音质也非常的好，没有杂音也没有卡顿，很不错，而且转接头材质也很好，质量强硬，非常的好用。简直就是物美价廉的代表哇,-,-,2021-06-18
4,t**1,长度: 0.25M 颜色分类: lightning转3.5mm『听歌+看视频』,好评,第二次买了，之前买的用了一个月啦，现在还是棒棒的，朋友看了都羡慕了，这次就买来送给朋友，主要还是插上后音质很好，没有杂音，一边玩游戏也不会影响语音，而且线短也不卡手，跟朋友吃鸡非常舒服，(¯﹃¯),-,-,2021-06-15
5,花**j,长度: 0.25M 颜色分类: lightning转3.5mm『听歌+看视频』,好评,是正品，音质很好，没一点影响，我的3.5耳机满血复活啦哈哈哈哈，原声音质，玩游戏的脚步声枪声很准确，！刷抖音也不怕没nice啦，打游戏不硌手，另外还买了个插U盾的！一样好用！！，一分价钱一分货,-,-,2021-06-25
6,t**3,长度: 0.25M 颜色分类: lightning转3.5mm『听歌+看视频』,好评,"很有用，价格比较实惠,这真的蛮不错的。携带简单，直接插耳机线上了，听歌方面音质很棒，确实是原声音质,声音纯正，空置了很久的圆头耳机再次发挥了它的作用，确实是蛮好的。客服的服态度也挺好的，当然，最主要还是转接头的实用性高，性价比也高呢",-,-,2021-06-21
7,n**3,长度: 0.25M 颜色分类: lightning转3.5mm『听歌+看视频』,好评,苹果转接头非常实用，音质很好，玩游戏音效很好，是正品，一分钱一分货。玩游戏插上了立马有反应。试用之后很好，吃鸡的时候没有电,-,-,2021-06-24
8,t**2,长度: 0.25M 颜色分类: lightning转3.5mm『听歌+看视频』,好评,此用户没有填写评价。,这款转换接头真的不错，做工和材质都很到位，使用非常方便。平时追剧或者是玩游戏的时候就可以用上这个小东西，接口完全匹配，松紧度刚刚好，音质效果没有受到影响，解决了一个接口的问题！,-,2021-06-11
9,烨**x,长度: 0.25M 颜色分类: lightning转3.5mm『听歌+看视频』,好评,是可以用的，不要看它这么便宜，便宜的东西也是有好货的🎉，眼光真的很重要，音质是没问题的，可以正常使用，语音也可以，质感也不错，使用的时候很顺畅，没有卡顿，没有杂音，发货速度很快⚡很满意，有需要再来。,-,-,2021-06-26
10,好**狗,长度: 0.25M 颜色分类: lightning转3.5mm『听歌+看视频』,好评,发货快，隔天就到了，收到后发现转接头还挺小巧的，白色的，材质不错，外观特别喜欢，收到之后， 就试了下音质没有影响没有杂音的，听音乐没有电流声，是原声音质的，跟其他的不同这个用起来很舒服，我买过很多转接头这个算是比较好用的了，挺实用的.,-,-,2021-06-18
11,我**咏,长度: 0.25M 颜色分类: lightning转3.5mm『听歌+看视频』,好评,此用户没有填写评价。,首先物流很快，很给力。特意用了之后才来评价，非常好，非常的好用，可以接耳机听歌，没有电流声，效果超好，音质完美还原了耳机的声音，能跟原装线一拼，我买的是迷你的转换头，插口是3.5mm的，插头比较紧，插上去很牢固，而且小巧精致，方便携带。,-,2021-06-14
