数据下载时间：2021-06-26 21:39:45 功能：看店宝【https://kandianbao.com/】 宝贝评价信息分析 相关查询网址：https://kandianbao.com/item/pingjia/529245330612/,,,,,,,
序号,评价用户,sku,评价类型,评价内容,追评,掌柜回评,评价时间
1,l**3,长度: 1m 颜色分类: 5A/象牙白【送5A同款1米白线2条】共三条,好评,非常好用，材质很厚实，是正品，下次还来光顾！,-,-,2021-06-24
2,z**w,长度: 1m 颜色分类: 5A/经典黑【送5A同款1米白线】共两条,好评,一如既往的好，快！给力！实惠！,-,-,2021-06-20
3,p**c,长度: 2m 颜色分类: 5A弯头/象牙白【送5A弯头1米白线】共两条,好评,收到就试了一下，超级快充。功能是可以了，物理质量就不知道了，不过手感不错哦！希望能与原装的媲美，已经收藏。,不错，还可以用，与原装充电速度差不多吧,"感谢亲真实的使用分享。亲爱的，也感谢您的肯定呢~我们也是十分荣幸，我们精心设计的产品可以让您满意~我们不管是产品还是服务都争做一流的，让您满意就是我们的宗旨，让您购物开心就是我们的追求~您的支持就是我们的动力，我们会更努力的做好每一个细节，做出更出色的产品呢我们一直在努力，只为给亲们一个更好的产品和服务体验。谢谢亲对我们的支持！我们会用最真诚的服务，最纯正的产品，给您百分百的服务,亲的满意是我们全体上下员工工作的动力，好东西要与朋友一起分享，记得帮我们推荐哦！这里不仅有好的产品，还有更好更优质的服务，如有什么问题，可以通过旺旺联系我们的售后客服，售前售后都会给您一流的服务态度，更好的为您解决问题。坚信我们一定会做更好，简单的日子就像是一杯芳香的茶,越品就会越有味道.好品质的宝贝都会在时间的验证下证明它独特的价值.相信我们店 不会让亲爱的失望.期待您的再次光临。祝您每天都能拥有阳光般的好心情",2021-06-13
4,真**5,长度: 1m 颜色分类: 5A/经典黑【送5A同款1米白线】共两条,好评,线材柔软，冲电快，非常满意，奥利给！,-,-,2021-06-23
5,y**8,长度: 1m 颜色分类: type-c数据线1m【活动款 一条】,好评,"做工非常精细,质量强硬,线也是粗的那种,数据线不错,长短合适,买的真是值了,充电也快,体验非常好,长度够用,材质不错,接头处牢固,连接的很紧密，经济实惠好用不贵，性价比高。很良心的卖家。",-,-,2021-06-24
6,闻**办,长度: 1m 颜色分类: 5A/象牙白【活动促销】1条,好评,已经收到了，发货速度快，质量很好，一次满意的购物！,-,-,2021-06-19
7,q**1,长度: 1m 颜色分类: 5A/经典黑【送5A同款1米白线】共两条,好评,此用户没有填写评价。,这个充电数据线性价比相当高，首先它价格便宜 充久电也不会发烫，接触很稳不会松动，而且结实，不会影响到手机充电，质量很好的。反应很灵敏，很人性化设计，电流也是稳定，包装也不错。很好用。而且客服很好，物流也很快,-,2021-06-11
8,韩**均,长度: 2m 颜色分类: 5A弯头/象牙白【送5A弯头1米白线】共两条,好评,东西不错价格实惠很喜,-,-,2021-06-23
9,t**6,长度: 1.5m 颜色分类: 5A/象牙白【活动促销】1条,好评,充电线很粗，不容易断，之前的线就是充电头那断了，现在就不用担心了，很好用。,-,-,2021-06-21
10,思**6,长度: 1m 颜色分类: 5A/经典黑【送5A同款1米白线】共两条,好评,刚收到充电线就试了一下，拿到收之后很惊喜，和商家的描述是一样的。质量强硬没有任何的瑕疵，没有色差，真材实料，材质很好。充电速度很快，使用起来不热，充电不需要太长时间，就可以充满。性价比超高的一款充电线。,数据线收到了 物流很快 买了几天就收到了 看包装就知道是正品了 这个牌子的线很粗 做工很好 商家的服务态度也非常的好 性价比很高的一款数据线 秒杀其他店铺做工差的数据线 以后买线就认定这家了,其实在生活的每个阶段， 我们都会遇上很多事情。 也许是不那么美好，不容易让人接受的事情。 但是，过了之后，会发现那其实只是一段花絮。并且，是上帝为你量身定制的花絮。 爱出者爱返、福往者福来，您的评价就是这样的福报，我享有了。是您给我这样的幸运.感谢我们的相遇，感谢共同的配合和努力，　　终于做成了一单双赢的交易!我将更加热情，　更加努力，更加专业的为您服务!　　也希望能得到您的继续关注哦,2021-06-15
11,b**2,长度: 1m 颜色分类: 5A/象牙白【送5A同款1米白线】共两条,好评,不错哦是5A 快充，手感也不错。值得购买,-,-,2021-06-21
