数据下载时间：2021-06-27 18:47:01 功能：看店宝【https://kandianbao.com/】 宝贝评价信息分析 相关查询网址：https://kandianbao.com/item/pingjia/602692010657/,,,,,,,
序号,评价用户,sku,评价类型,评价内容,追评,掌柜回评,评价时间
1,张**7,颜色分类: 黄色豪华版【2个玻璃杯】【2套刀具】（不串味套装）推荐！,好评,刚到货就洗洗刀片试用，之前给孩子做辅食，都是用的拉蒜机 手拉绳那种老是断，后来买了自动充电小的辅食机，因为便宜过了三个月质保坏了不理人了。这次买看品牌，希望后期质保能跟上，毕竟给孩子做辅食，坏了很耽误事情，很漂亮 刀片很好，期待后续。 ,声音还能接受，不是特别大，肯定有点，下午买点牛肉，打点肉泥给孩子试试。,能得到您的肯定，是我们的荣幸，谢谢您选择我们，您的支持是给我们最大的动力，我们将一如既往，做好服务，提供高品质的产品。使用上有任何疑问可以随时联系客服，我们将热情为您解答。也请将我们店铺收藏起来，以便您能够及时了解我们店铺的商品活动优惠信息哦~祝您身体健康！生活愉快！,2021-06-18
2,1**z,颜色分类: 果绿色【6叶刀具】(全新升级）,好评,"CC一个打肉类☔,都是用的拉蒜机🌂,手残党救星☔,辅食机很好用🌄,感觉这个机子很好用🌀,大小刚好合适🌁,收到宝贝了☔,打磨时声音也很小🌀,小巧便于携带⛄,喜欢就拍吧☁,2个杯子可以分开菜和肉⛄  ",很好用哦，也很方便。,-,2021-06-25
3,s**妮,颜色分类: 果绿色【6叶刀具】(全新升级）,好评,外观材质：不错 容量大小：大小刚好   噪音大小：噪音还可以 不是太大  功能效果：打的很快  蔬菜基本十几秒完成  ,给宝宝打蔬菜汁 蔬菜泥 蒸鸡蛋羹用的  多给宝宝添加绿色蔬菜,-,2021-06-24
4,t**1,颜色分类: 果绿色【2套刀具】（有替换更放心）,好评,"YU材质很好,手残🐒党救星,这样的价格真是🎥满意了。容量做辅食的💕话也够用了,电量耐用🚏,操作简单。推荐购买♍功能很齐全,操作时声😓音也不大。颜色挺好看🍥吧的,用量适中,使用🔬率很高。给宝宝打紫薯❕泥,居然发现还真不错🏂",-,-,2021-06-23
5,t**8,颜色分类: 粉色豪华版【2个玻璃杯】【2套刀具】（不串味套装）推荐！,好评,辅食机已经收到了，包装很好，里面有两个玻璃碗，两套刀，送了两个刮刀，一个海绵刷，一个滤网，第一次给孩子做辅食，以前觉得很难，现在有了辅食机真的一点也不难了，把煮熟的米和胡萝卜放进辅食机，插上电，按压不到二十秒就好了，底部还安装了防滑垫，不用担心按压的同时会到处乱跑，然后过滤到碗里，米糊就好了，真的超级简单！东西配套齐全！真是太好了！超喜欢！,已经用了两次了，真是超级方便，之前给孩子买的米粉都不好好吃，现在有了辅食机，以后可以天天换样给孩子做吃的了！真的超级喜欢！里面两个碗也太方便了，一个打蔬菜，一个打肉类，爱了爱了！,能得到您的肯定，是我们的荣幸，谢谢您选择我们，您的支持是给我们最大的动力，我们将一如既往，做好服务，提供高品质的产品。使用上有任何疑问可以随时联系客服，我们将热情为您解答。也请将我们店铺收藏起来，以便您能够及时了解我们店铺的商品活动优惠信息哦~祝您身体健康！生活愉快！,2021-06-18
6,t**3,颜色分类: 黄色,好评,东西小巧可爱，我闺蜜推荐的，我去她家看到打辅食很细腻，所以果断下手，给宝宝打辅食，太好了。 ,马上就用了，我的胡萝卜没蒸熟都打得这么细腻，太好了，明天就给宝宝安排。,能得到您的肯定，是我们的荣幸，谢谢您选择我们，您的支持是给我们最大的动力，我们将一如既往，做好服务，提供高品质的产品。使用上有任何疑问可以随时联系客服，我们将热情为您解答。也请将我们店铺收藏起来，以便您能够及时了解我们店铺的商品活动优惠信息哦~祝您身体健康！生活愉快！,2021-06-20
7,刘**3,颜色分类: 粉色豪华版【2个玻璃杯】【2套刀具】（不串味套装）推荐！,好评,外观材质：玻璃材质 容量大小：买了一一大一小，给孩子做辅食，绞肉 噪音大小：声音安静，很小声 功能效果：还不错，使用了一次，给宝宝打紫薯泥，6个刀片 ,发货速度快，包装完整无缺，打了紫薯泥，打的很细腻，买的一大一小，没有异味，玻璃材质，使用放心，,能得到您的肯定，是我们的荣幸，谢谢您选择我们，您的支持是给我们最大的动力，我们将一如既往，做好服务，提供高品质的产品。使用上有任何疑问可以随时联系客服，我们将热情为您解答。也请将我们店铺收藏起来，以便您能够及时了解我们店铺的商品活动优惠信息哦~祝您身体健康！生活愉快！,2021-06-17
8,t**5,颜色分类: 新品 无线款 粉色（玻璃杯 150ml）宝宝用,好评,买了无线款，给宝宝做辅食特别方便，杯底部还加了防滑垫，特别满意的一次购物,给宝宝打蔬菜和肉泥特别细腻，妈**好帮手,-,2021-06-15
9,迷**8,颜色分类: 粉色,好评,这款宝宝辅食机挺好用的，用起来还挺方便的，反正价格还是比较便宜的 ,把菜饭放进宝宝辅食区里去打打的话都比较细，很适合我宝宝吃,能得到您的肯定，是我们的荣幸，谢谢您选择我们，您的支持是给我们最大的动力，我们将一如既往，做好服务，提供高品质的产品。使用上有任何疑问可以随时联系客服，我们将热情为您解答。也请将我们店铺收藏起来，以便您能够及时了解我们店铺的商品活动优惠信息哦~祝您身体健康！生活愉快！,2021-06-20
10,李**洋,颜色分类: 果绿色,好评,辅食机很好用  质量很好  喜欢就拍吧  方便省事  朋友推荐值得购买 噪音大小：小 ,已经用过了  很好  放心购买吧   特别方便,-,2021-06-23
