数据下载时间：2021-06-27 18:49:10 功能：看店宝【https://kandianbao.com/】 宝贝评价信息分析 相关查询网址：https://kandianbao.com/item/pingjia/640782081569/,,,,,,,
序号,评价用户,sku,评价类型,评价内容,追评,掌柜回评,评价时间
1,陌**沫,颜色分类: 扯蛋神器,好评,整体评价：好用！孩子蛋黄一起吃了  ,-,-,2021-06-23
2,t**7,颜色分类: 扯蛋神器,好评,扯蛋器真是扯淡，太鸡肋，一般正常大小鸡蛋都放不进去，必须挑小的才能放进去，扯了鸡蛋还容易开裂，一煮蛋就往外流，而且流出来的都是白色蛋白，可见也没什么用处，差评！ ,-,-,2021-06-25
3,微**侠,颜色分类: 扯蛋神器,好评,包装很好，质量非常棒，宝贝完全符合卖家的描述，可以放心购买😍感谢🙏给不爱吃蛋黄儿的儿子预备着，给个赞！ ,樱桃服务很好，拿到手有不懂的，及时发视频教教程，很耐心，真心不错,-,2021-06-21
4,九**心,颜色分类: 扯蛋神器,好评,此用户没有填写评价。,刚开始没敢快拉，一下一下把线重新卷回去的，这次用力快拉的，拉到距离手往会回送就没问题了，怕摇不好，拉了两个100下的，切开的这个是拉了50下的，下次试试拉20下看能这样不。蛋的口感不错，比单吃蛋清蛋黄好吃，很是可以,-,2021-06-24
5,小**恩,颜色分类: 扯蛋神器,好评,收到货就试了一下 挺好用的。看评论里有的说不好用 还挺担心 没想到操作方法简单 一次成功哈 不爱吃蛋黄的宝宝 这下有办法了 棒  ,-,-,2021-06-22
6,t**1,颜色分类: 扯蛋神器,好评,从收到货到今天一共试了四次，没有一次成功。想着50多下不行那就一百下，结果扯了一百多下，蛋还是那个蛋。 而且稍微大一点儿的蛋就放不进去了，只能放小号的蛋。,-,-,2021-05-28
7,z**i,颜色分类: 扯蛋神器,好评,此用户没有填写评价。,宝宝一直不喜欢吃蛋黄，总觉得浪费，后面看朋友买了一个，才知道这个神器。挺好的，用这个把蛋黄蛋白搅拌后。宝宝说这个有点像果冻。特别喜欢吃。售后服务很到位。,-,2021-06-06
8,z**8,颜色分类: 扯蛋神器,好评,宝贝不愿意吃蛋黄黄，没想到还有这种神奇的东西，偶然看到的就买了，真的可以让宝宝把鸡蛋都吃了，只是前几次失败了几次，后来就多拉十几下，一共拉50到60次一般就不会失败了，每**蛋都卡的很牢固，很好用！ ,-,-,2021-06-16
9,蓉**w,颜色分类: 扯蛋神器,好评,快递很快收到了，做工质量款式都挺好的，扯蛋器确实挺好用，效果不错，这样宝宝就分不清楚了， ,-,-,2021-06-25
10,小**4,颜色分类: 扯蛋神器,好评,看了评价有着说不好用的，搞得我纠结了好久，最后因为小孩是在是喜欢吃鸡蛋买了一个试试，结果很好用呀，再也不用担心小孩吃蛋黄噎喉咙里，那些不会用的肯定是没认真看老板发的视频，我就是用蒸蛋器蒸的，也没有炸开，总之我很满意 ,-,-,2021-06-20
