数据下载时间：2021-06-28 12:09:19 功能：看店宝【https://kandianbao.com/】 宝贝评价信息分析 相关查询网址：https://kandianbao.com/item/pingjia/584897257685/,,,,,,,
序号,评价用户,sku,评价类型,评价内容,追评,掌柜回评,评价时间
1,t**1,颜色分类: 李湘推荐-摩卡棕【爱心款1个】抗冻记忆棉,好评,整体评价：外观挺好 使用体验：非常舒服 安装情况：方便 做工形式： 仔细 产品材质：顺滑 ,用起来很舒服，再也没有感觉颈椎不舒服了，在车上可以安心睡一会儿，准备主驾也买一个把以前的换掉,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-24
2,官**祥,颜色分类: 李湘推荐-卡宴棕【爱心款1个】抗冻记忆棉,好评,已经是第四次回购了，价钱合理，质量好，超级喜欢，下次还会来买的 ,-,-,2021-06-21
3,t**3,颜色分类: 李湘推荐-神秘黑【爱心头枕+花瓣腰靠】❤可省10,好评,早就想买腰靠和头枕，挑了好久不知道选谁家好，这次颈椎病犯了，只挑了几家就果断选择“舒倚安”，果然没让我失望，瞬间相信自己的选择眼光记忆棉的柔软舒适，以前扎辫子的时候开车总是不舒服，这个头枕角度刚刚好，配上腰靠，这回开车再也不难受了，没有什么味道，真的很赞对了老板还送了小礼物🎁很贴心,用了两天了真的特别舒服，记忆棉软软的，没有什么味道，角度好。只买了一套主驾驶位，还打算再买一套副驾的，真实评价真心推荐，想买的可以入手,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-22
4,a**n,颜色分类: 李湘推荐-酒红色【爱心头枕+花瓣腰靠】❤省20,好评,东西收到了，包装的很仔细。 没有色差，红色配黑色，好看， ,已经推荐给朋友了，很软,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-23
5,c**b,颜色分类: 李湘推荐-酒红色【爱心头枕+花瓣腰靠】❤省20,好评,这次这个好看的一套不是放在车上用，而是被配备到老人的胖椅子上了，顿使老人休息时的舒适度更上了一层楼。宝贝柔软度适中，芯子很棒，还送了口罩，很好 ,-,-,2021-06-22
6,c**9,颜色分类: 李湘推荐-摩卡棕【爱心款1个】抗冻记忆棉,好评,样子好看，柔软舒服，价格合适，卖家服务热情，靠上以后脖子很舒服 ,用了一段时间感觉物超所值，很棒，必须推荐购买,-,2021-06-13
7,哲**美,颜色分类: 李湘推荐-神秘黑【爱心款2个】抗冻记忆棉❤可省10,好评,选了很多家店，最后选了舒倚安。记忆棉太舒服了，缓解脖子疲劳。又拍了两个腰靠。值得购买，推荐给小伙伴啦。 ,材质很赞，没有异味，形状非常贴合颈部。长途开车舒适。,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-24
8,t**1,颜色分类: 李湘推荐-酒红色【爱心款1个】抗冻记忆棉,好评,宝贝很好看，用着很舒服，快递也超级给力，顺丰很快，还会回购腰垫的，很赞,-,-,2021-06-24
9,y**飞,颜色分类: 【按摩加热头枕+按摩加热通风腰靠】1套-默认黑色-省40,好评,整体评价：整体美观大方 使用体验：试用很舒适 安装情况：安装简单明了 做工形式：做工精细 产品材质：材质细腻  选择了这家，买这个产品，就是为了自驾出去舒舒服服的玩耍，玩完回来再给大家评价使用心得，😜️😜️再来说说客服小姐姐，非常有耐心，哈哈哈，因为我问的事情有点多，她们都一一耐心回答，让我购买无忧虑👍️👍️ ,-,-,2021-06-24
10,武**2,颜色分类: 李湘推荐-深宝蓝【爱心头枕+花瓣腰靠】❤省20,好评,此用户没有填写评价。,用过一段时间 确实比之前买的头枕 腰靠都要舒服一些，质量整体不错 头枕 还ok的，腰靠还没机会长途使用,-,2021-06-12
11,姒**宝,颜色分类: 李湘推荐-神秘黑【爱心款1个】抗冻记忆棉,好评,宝贝不错，性价比挺高，可以放心购买，还送了口罩，非常感谢 ,用了几天很喜欢，打算把另一辆也换成这个颈枕,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-23
12,t**7,颜色分类: 李湘推荐-酒红色【爱心款2个】抗冻记忆棉❤省20,好评,质量不错，记忆靠枕，脖子靠上去很舒服，值得拥有，价钱也不贵，卖家也很热情。 ,用着真舒服，睡了两次，脖子也不疼，柔软，好东西。,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-21
13,细**苔,颜色分类: 李湘推荐-神秘黑【爱心款1个】抗冻记忆棉,好评,整体评价：柔软 不错 要根据附带的指导书安装在合适的高度，之前瞎弄觉得一点儿不舒服 后来看了指导书发现是自己位置没装对 经过调整后 整体感觉还是挺舒服的 ,可以，放倒座椅休息的时候，可以很好的支撑头部和颈部，很给力的枕头,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-19
14,一**5,颜色分类: 李湘推荐-古典灰【爱心头枕+花瓣腰靠】❤省20,好评,很满意，这是第二套，之前买过一套放在副驾驶我用着很舒服，这次又给老公买一套， ,之前买的一套用着特别舒服，这次是第二套了，对腰部颈椎都有很有效的保护坐久了也不累，在车里忘记拍照了，就总在家拍的吧，下次去车里补拍,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-25
15,时**4,颜色分类: 李湘推荐-古典灰【爱心款2个】抗冻记忆棉❤省20,好评,颜色，大小，质量都非常好，带上开车舒服多了,-,-,2021-06-23
16,放**c,颜色分类: 李湘推荐-酒红色【爱心头枕+花瓣腰靠】❤省20,好评,产品确实不错，棒棒哒一分价钱一分货，好东西还是不一样。头枕靠枕都非常舒服。开车中使用颈部和腰部都很舒服。好评 ,-,-,2021-06-26
17,哈**9,颜色分类: 李湘推荐-酒红色【爱心款2个】抗冻记忆棉❤可省10,好评,颜色好看而且很正，开车时终于不用担心颈椎不舒服了。很好真心不错，质量也不错 ,-,-,2021-06-25
18,孤**d,颜色分类: 李湘推荐-深宝蓝【爱心款1个】抗冻记忆棉,好评,宝贝已回来，用着不错，还很舒服，喜欢的可以去看看了，真心推荐,用了几天体验感不错，挺舒服的，脖子很放松,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-26
19,s**t,颜色分类: 李湘推荐-深宝蓝【爱心款1个】抗冻记忆棉,好评,非常舒服，也非常美观，颜色也是我喜欢的 ,到货就装上了，非常美观大方,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-21
20,l**3,颜色分类: 李湘推荐-经典杏【爱心款1个】抗冻记忆棉,好评,关注这个店有段时间，终于买了☺️挺舒服的，除了有点小贵，真心话非常值得买，强烈推荐。 ,-,-,2021-06-25
21,我**马,颜色分类: 李湘推荐-酒红色【爱心款1个】抗冻记忆棉,好评,收到立马就使用了，好看又好用，有需要还会再来的，还送了好多小礼品， ,喜欢特别特别喜欢，高大上,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-24
22,血**8,颜色分类: 李湘推荐-酒红色【爱心头枕+花瓣腰靠】❤省20,好评,色泽鲜艳没有差别，高端大气上档次，很满意！,-,-,2021-06-24
23,能**k,颜色分类: 李湘推荐-酒红色【爱心款1个】抗冻记忆棉,好评,非常漂亮！也很实用！厂家还送了口罩、雨刷精和车载垃圾袋！给力👍,今天用了，非常舒服！,-,2021-06-20
24,相**他,颜色分类: 李湘推荐-酒红色【爱心款1个】抗冻记忆棉,好评,收到后，颜色，质感都不错，需要的话还会继续回购,使用感受舒服,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-25
25,t**7,颜色分类: 李湘推荐-神秘黑【爱心款1个】抗冻记忆棉,好评,宝贝收到，用了几天很舒适，外观也很漂亮，物有所值，过些日子有需求还会再来回购的。 ,宝贝用了一段时间，很满意，很好的，给你们点大大的赞，还会回购的，祝你们买卖兴隆。,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-21
26,i**g,颜色分类: 李湘推荐-深宝蓝【爱心款1个】抗冻记忆棉,好评,商品已收到，质量真的非常不错哦。好评(o^^o),商品已经用了一段时间非常的贴合，很舒服，还会继续光顾。,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-24
27,徐**号,颜色分类: 李湘推荐-深宝蓝【爱心款1个】抗冻记忆棉,好评,第二次购买了，头枕很不错，用着舒服，外观也好看。,挺不错的。,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-22
28,明**8,颜色分类: 李湘推荐-摩卡棕【爱心款1个】抗冻记忆棉,好评,我的颈椎有点劳损，买来迫不及待的试了试，感觉很舒服！值得购买。,实用性非常强！已经加购了！,感谢您对舒倚安的认可！我们拥有国家29项专利设计，央视展播品牌，明星推荐产品！汽车用品，我们是专业的！！祝您生活愉快~,2021-06-21
